,int,int_label,has_participant,participant_label,has_dissociation_constant,dissociation_constant_value,dissociation_constant_error,is_confirmed_by,is_outcome_of
3587,http://rdf.freebase.com/ns/m.0gkby01,9685413-VEGF-165-Interaction-41,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkcgld,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3588,http://rdf.freebase.com/ns/m.0gkby01,9685413-VEGF-165-Interaction-41,http://rdf.freebase.com/ns/m.0gkcgls,9685413-VEGF-165-41,http://rdf.freebase.com/ns/m.0gkcgld,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3589,http://rdf.freebase.com/ns/m.0gkby08,9685413-VEGF-165-Interaction-7,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkby_g,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3590,http://rdf.freebase.com/ns/m.0gkby08,9685413-VEGF-165-Interaction-7,http://rdf.freebase.com/ns/m.0gkcf97,9685413-VEGF-165-7,http://rdf.freebase.com/ns/m.0gkby_g,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3591,http://rdf.freebase.com/ns/m.0gkby0h,9685413-VEGF-165-Interaction-10,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz3z,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3592,http://rdf.freebase.com/ns/m.0gkby0h,9685413-VEGF-165-Interaction-10,http://rdf.freebase.com/ns/m.0gkcfdz,9685413-VEGF-165-10,http://rdf.freebase.com/ns/m.0gkbz3z,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3593,http://rdf.freebase.com/ns/m.0gkby0q,9685413-VEGF-165-Interaction-28,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz1f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3594,http://rdf.freebase.com/ns/m.0gkby0q,9685413-VEGF-165-Interaction-28,http://rdf.freebase.com/ns/m.0gkcg6j,9685413-VEGF-165-28,http://rdf.freebase.com/ns/m.0gkbz1f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3595,http://rdf.freebase.com/ns/m.0gkby0y,9685413-VEGF-165-Interaction-45,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz1w,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3596,http://rdf.freebase.com/ns/m.0gkby0y,9685413-VEGF-165-Interaction-45,http://rdf.freebase.com/ns/m.0gkcgpr,9685413-VEGF-165-45,http://rdf.freebase.com/ns/m.0gkbz1w,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3597,http://rdf.freebase.com/ns/m.0gkby14,9685413-VEGF-165-Interaction-15,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz1n,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3598,http://rdf.freebase.com/ns/m.0gkby14,9685413-VEGF-165-Interaction-15,http://rdf.freebase.com/ns/m.0gkcfqd,9685413-VEGF-165-15,http://rdf.freebase.com/ns/m.0gkbz1n,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3599,http://rdf.freebase.com/ns/m.0gkby1c,9685413-VEGF-165-Interaction-14,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz39,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3600,http://rdf.freebase.com/ns/m.0gkby1c,9685413-VEGF-165-Interaction-14,http://rdf.freebase.com/ns/m.0gkcfkr,9685413-VEGF-165-14,http://rdf.freebase.com/ns/m.0gkbz39,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3601,http://rdf.freebase.com/ns/m.0gkby1l,9685413-VEGF-165-Interaction-16,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz0k,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3602,http://rdf.freebase.com/ns/m.0gkby1l,9685413-VEGF-165-Interaction-16,http://rdf.freebase.com/ns/m.0gkcfr1,9685413-VEGF-165-16,http://rdf.freebase.com/ns/m.0gkbz0k,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3603,http://rdf.freebase.com/ns/m.0gkby1t,9685413-VEGF-165-Interaction-37,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbyz2,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3604,http://rdf.freebase.com/ns/m.0gkby1t,9685413-VEGF-165-Interaction-37,http://rdf.freebase.com/ns/m.0gkcggl,9685413-VEGF-165-37,http://rdf.freebase.com/ns/m.0gkbyz2,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3605,http://rdf.freebase.com/ns/m.0gkby20,9685413-VEGF-165-Interaction-13,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz45,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3606,http://rdf.freebase.com/ns/m.0gkby20,9685413-VEGF-165-Interaction-13,http://rdf.freebase.com/ns/m.0gkcfj7,9685413-VEGF-165-13,http://rdf.freebase.com/ns/m.0gkbz45,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3607,http://rdf.freebase.com/ns/m.0gkby27,9685413-VEGF-165-Interaction-21,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbyzj,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3608,http://rdf.freebase.com/ns/m.0gkby27,9685413-VEGF-165-Interaction-21,http://rdf.freebase.com/ns/m.0gkcfvr,9685413-VEGF-165-21,http://rdf.freebase.com/ns/m.0gkbyzj,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3609,http://rdf.freebase.com/ns/m.0gkby2g,9685413-VEGF-165-Interaction-8,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz4d,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3610,http://rdf.freebase.com/ns/m.0gkby2g,9685413-VEGF-165-Interaction-8,http://rdf.freebase.com/ns/m.0gkcf9z,9685413-VEGF-165-8,http://rdf.freebase.com/ns/m.0gkbz4d,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3611,http://rdf.freebase.com/ns/m.0gkby2p,9685413-VEGF-165-Interaction-44,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz2f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3612,http://rdf.freebase.com/ns/m.0gkby2p,9685413-VEGF-165-Interaction-44,http://rdf.freebase.com/ns/m.0gkcgny,9685413-VEGF-165-44,http://rdf.freebase.com/ns/m.0gkbz2f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3613,http://rdf.freebase.com/ns/m.0gkby2x,9685413-VEGF-165-Interaction-3,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbylm,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3614,http://rdf.freebase.com/ns/m.0gkby2x,9685413-VEGF-165-Interaction-3,http://rdf.freebase.com/ns/m.0gkbyl9,9685413-VEGF-165-3,http://rdf.freebase.com/ns/m.0gkbylm,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3615,http://rdf.freebase.com/ns/m.0gkby33,9685413-VEGF-165-Interaction-22,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz6f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3616,http://rdf.freebase.com/ns/m.0gkby33,9685413-VEGF-165-Interaction-22,http://rdf.freebase.com/ns/m.0gkcfwc,9685413-VEGF-165-22,http://rdf.freebase.com/ns/m.0gkbz6f,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3617,http://rdf.freebase.com/ns/m.0gkby3_,9685413-VEGF-165-Interaction-31,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz22,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3618,http://rdf.freebase.com/ns/m.0gkby3_,9685413-VEGF-165-Interaction-31,http://rdf.freebase.com/ns/m.0gkcg9t,9685413-VEGF-165-31,http://rdf.freebase.com/ns/m.0gkbz22,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3619,http://rdf.freebase.com/ns/m.0gkby3b,9685413-VEGF-165-Interaction-2,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbycz,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3620,http://rdf.freebase.com/ns/m.0gkby3b,9685413-VEGF-165-Interaction-2,http://rdf.freebase.com/ns/m.0gkbycp,9685413-VEGF-165-2,http://rdf.freebase.com/ns/m.0gkbycz,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3621,http://rdf.freebase.com/ns/m.0gkby3k,9685413-VEGF-165-Interaction-4,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz0b,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3622,http://rdf.freebase.com/ns/m.0gkby3k,9685413-VEGF-165-Interaction-4,http://rdf.freebase.com/ns/m.0gkbz8x,9685413-VEGF-165-4,http://rdf.freebase.com/ns/m.0gkbz0b,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3623,http://rdf.freebase.com/ns/m.0gkby3s,9685413-VEGF-165-Interaction-11,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz03,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3624,http://rdf.freebase.com/ns/m.0gkby3s,9685413-VEGF-165-Interaction-11,http://rdf.freebase.com/ns/m.0gkcfgw,9685413-VEGF-165-11,http://rdf.freebase.com/ns/m.0gkbz03,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3625,http://rdf.freebase.com/ns/m.0gkby46,9685413-VEGF-165-Interaction-36,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz32,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3626,http://rdf.freebase.com/ns/m.0gkby46,9685413-VEGF-165-Interaction-36,http://rdf.freebase.com/ns/m.0gkcgfv,9685413-VEGF-165-36,http://rdf.freebase.com/ns/m.0gkbz32,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3627,http://rdf.freebase.com/ns/m.0gkby4f,9685413-VEGF-165-Interaction-20,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkby_0,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3628,http://rdf.freebase.com/ns/m.0gkby4f,9685413-VEGF-165-Interaction-20,http://rdf.freebase.com/ns/m.0gkcftz,9685413-VEGF-165-20,http://rdf.freebase.com/ns/m.0gkby_0,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3629,http://rdf.freebase.com/ns/m.0gkby4n,9685413-VEGF-165-Interaction-26,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz58,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3630,http://rdf.freebase.com/ns/m.0gkby4n,9685413-VEGF-165-Interaction-26,http://rdf.freebase.com/ns/m.0gkcg4r,9685413-VEGF-165-26,http://rdf.freebase.com/ns/m.0gkbz58,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3631,http://rdf.freebase.com/ns/m.0gkby4w,9685413-VEGF-165-Interaction-40,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz5h,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3632,http://rdf.freebase.com/ns/m.0gkby4w,9685413-VEGF-165-Interaction-40,http://rdf.freebase.com/ns/m.0gkcgj_,9685413-VEGF-165-40,http://rdf.freebase.com/ns/m.0gkbz5h,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3633,http://rdf.freebase.com/ns/m.0gkby52,9685413-VEGF-165-Interaction-27,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz2n,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3634,http://rdf.freebase.com/ns/m.0gkby52,9685413-VEGF-165-Interaction-27,http://rdf.freebase.com/ns/m.0gkcg5j,9685413-VEGF-165-27,http://rdf.freebase.com/ns/m.0gkbz2n,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3635,http://rdf.freebase.com/ns/m.0gkby59,9685413-VEGF-165-Interaction-33,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbyyw,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3636,http://rdf.freebase.com/ns/m.0gkby59,9685413-VEGF-165-Interaction-33,http://rdf.freebase.com/ns/m.0gkcgcr,9685413-VEGF-165-33,http://rdf.freebase.com/ns/m.0gkbyyw,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3637,http://rdf.freebase.com/ns/m.0gkby5j,9685413-VEGF-165-Interaction-6,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz3j,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3638,http://rdf.freebase.com/ns/m.0gkby5j,9685413-VEGF-165-Interaction-6,http://rdf.freebase.com/ns/m.0gkcf7_,9685413-VEGF-165-6,http://rdf.freebase.com/ns/m.0gkbz3j,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3639,http://rdf.freebase.com/ns/m.0gkby5r,9685413-VEGF-165-Interaction-18,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbyzr,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3640,http://rdf.freebase.com/ns/m.0gkby5r,9685413-VEGF-165-Interaction-18,http://rdf.freebase.com/ns/m.0gkcfsm,9685413-VEGF-165-18,http://rdf.freebase.com/ns/m.0gkbyzr,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3641,http://rdf.freebase.com/ns/m.0gkby5z,9685413-VEGF-165-Interaction-35,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz3r,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3642,http://rdf.freebase.com/ns/m.0gkby5z,9685413-VEGF-165-Interaction-35,http://rdf.freebase.com/ns/m.0gkcgf5,9685413-VEGF-165-35,http://rdf.freebase.com/ns/m.0gkbz3r,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3643,http://rdf.freebase.com/ns/m.0gkby65,9685413-VEGF-165-Interaction-25,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz66,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3644,http://rdf.freebase.com/ns/m.0gkby65,9685413-VEGF-165-Interaction-25,http://rdf.freebase.com/ns/m.0gkcg1b,9685413-VEGF-165-25,http://rdf.freebase.com/ns/m.0gkbz66,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3645,http://rdf.freebase.com/ns/m.0gkby6d,9685413-VEGF-165-Interaction-39,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkby_p,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3646,http://rdf.freebase.com/ns/m.0gkby6d,9685413-VEGF-165-Interaction-39,http://rdf.freebase.com/ns/m.0gkcghz,9685413-VEGF-165-39,http://rdf.freebase.com/ns/m.0gkby_p,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3647,http://rdf.freebase.com/ns/m.0gkby6m,9685413-VEGF-165-Interaction-1,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbybz,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3648,http://rdf.freebase.com/ns/m.0gkby6m,9685413-VEGF-165-Interaction-1,http://rdf.freebase.com/ns/m.0gkbybg,9685413-VEGF-165-1,http://rdf.freebase.com/ns/m.0gkbybz,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3649,http://rdf.freebase.com/ns/m.0gkby6v,9685413-VEGF-165-Interaction-43,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz0_,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3650,http://rdf.freebase.com/ns/m.0gkby6v,9685413-VEGF-165-Interaction-43,http://rdf.freebase.com/ns/m.0gkcgn8,9685413-VEGF-165-43,http://rdf.freebase.com/ns/m.0gkbz0_,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3651,http://rdf.freebase.com/ns/m.0gkby71,9685413-VEGF-165-Interaction-29,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz2w,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3652,http://rdf.freebase.com/ns/m.0gkby71,9685413-VEGF-165-Interaction-29,http://rdf.freebase.com/ns/m.0gkcg7b,9685413-VEGF-165-29,http://rdf.freebase.com/ns/m.0gkbz2w,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3653,http://rdf.freebase.com/ns/m.0gkby78,9685413-VEGF-165-Interaction-17,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkcfs0,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3654,http://rdf.freebase.com/ns/m.0gkby78,9685413-VEGF-165-Interaction-17,http://rdf.freebase.com/ns/m.0gkcfrs,9685413-VEGF-165-17,http://rdf.freebase.com/ns/m.0gkcfs0,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3655,http://rdf.freebase.com/ns/m.0gkby7h,9685413-VEGF-165-Interaction-24,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbyyn,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3656,http://rdf.freebase.com/ns/m.0gkby7h,9685413-VEGF-165-Interaction-24,http://rdf.freebase.com/ns/m.0gkcg0m,9685413-VEGF-165-24,http://rdf.freebase.com/ns/m.0gkbyyn,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3657,http://rdf.freebase.com/ns/m.0gkbysg,9685413-VEGF-165-Interaction-34,http://rdf.freebase.com/ns/m.0gkbyb6,165 amino acid form of Vascular Endothelial Growth Factor,http://rdf.freebase.com/ns/m.0gkbz51,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3658,http://rdf.freebase.com/ns/m.0gkbysg,9685413-VEGF-165-Interaction-34,http://rdf.freebase.com/ns/m.0gkcgdf,9685413-VEGF-165-34,http://rdf.freebase.com/ns/m.0gkbz51,,,http://rdf.freebase.com/ns/m.0gkbybq,http://rdf.freebase.com/ns/m.0gkbxwk
3659,http://rdf.freebase.com/ns/m.0gkcx29,7519769-Thrombin-Interaction-1,http://rdf.freebase.com/ns/m.0gkcx2g,7519769-Thrombin-1,http://rdf.freebase.com/ns/m.0gkcxpv,,,http://rdf.freebase.com/ns/m.0gkcx2t,http://rdf.freebase.com/ns/m.0gkcww_
3660,http://rdf.freebase.com/ns/m.0gkcx29,7519769-Thrombin-Interaction-1,http://rdf.freebase.com/ns/m.0gkcx2g,7519769-Thrombin-1,http://rdf.freebase.com/ns/m.0gkcxpv,,,http://rdf.freebase.com/ns/m.0gkcx32,http://rdf.freebase.com/ns/m.0gkcww_
3661,http://rdf.freebase.com/ns/m.0gkcx3k,7519769-Thrombin-Interaction-2,http://rdf.freebase.com/ns/m.0gkcx3q,7519769-Thrombin-2,http://rdf.freebase.com/ns/m.0gkcxq2,,,http://rdf.freebase.com/ns/m.0gkcx2t,http://rdf.freebase.com/ns/m.0gkcww_
3662,http://rdf.freebase.com/ns/m.0gkcx3k,7519769-Thrombin-Interaction-2,http://rdf.freebase.com/ns/m.0gkcx3q,7519769-Thrombin-2,http://rdf.freebase.com/ns/m.0gkcxq2,,,http://rdf.freebase.com/ns/m.0gkcx32,http://rdf.freebase.com/ns/m.0gkcww_
3663,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxtx,10408383-HumanComplementC5-6,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3664,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxv5,10408383-HumanComplementC5-1,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3665,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxvg,10408383-HumanComplementC5-4,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3666,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxvr,10408383-HumanComplementC5-5,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3667,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxw0,HumanComplementC5,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3668,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxw9,10408383-HumanComplementC5-7,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3669,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxwl,10408383-HumanComplementC5-3,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3670,http://rdf.freebase.com/ns/m.0gkfxtt,10408383-HumanComplementC5-Interaction-1,http://rdf.freebase.com/ns/m.0gkfxww,10408383-HumanComplementC5-2,http://rdf.freebase.com/ns/m.0gkfxxl,,,http://rdf.freebase.com/ns/m.0gkfxx6,http://rdf.freebase.com/ns/m.0gkfx8w
3671,http://rdf.freebase.com/ns/m.0gkh7ns,9605115-CD4Antigen-Interaction-1,http://rdf.freebase.com/ns/m.0gkh7nw,9605115-CD4Antigen-2,http://rdf.freebase.com/ns/m.0gkh7xc,,,http://rdf.freebase.com/ns/m.0gkh7pv,http://rdf.freebase.com/ns/m.0gkh7fb
